Date,Close/Last,Volume,Open,High,Low
05/05/2023,$173.57,113453200,$170.975,$174.30,$170.76
05/04/2023,$165.79,81235430,$164.89,$167.04,$164.31
05/03/2023,$167.45,65136020,$169.50,$170.92,$167.16
05/02/2023,$168.54,48425700,$170.09,$170.35,$167.54
05/01/2023,$169.59,52472940,$169.28,$170.45,$168.64
04/28/2023,$169.68,55275850,$168.49,$169.85,$167.8801
04/27/2023,$168.41,64902330,$165.19,$168.56,$165.19
04/26/2023,$163.76,45498800,$163.055,$165.28,$162.80
04/25/2023,$163.77,48714060,$165.19,$166.305,$163.73
04/24/2023,$165.33,41949580,$165.00,$165.60,$163.89
04/21/2023,$165.02,58337340,$165.05,$166.4521,$164.49
04/20/2023,$166.65,52456380,$166.09,$167.87,$165.56
04/19/2023,$167.63,47720170,$165.80,$168.16,$165.54
04/18/2023,$166.47,49923010,$166.10,$167.41,$165.65
04/17/2023,$165.23,41516220,$165.09,$165.39,$164.03
04/14/2023,$165.21,49386480,$164.59,$166.32,$163.82
04/13/2023,$165.56,68445650,$161.63,$165.80,$161.42
04/12/2023,$160.10,50133060,$161.22,$162.06,$159.78
04/11/2023,$160.80,47644220,$162.35,$162.36,$160.51
04/10/2023,$162.03,47716880,$161.42,$162.03,$160.08
04/06/2023,$164.66,45390120,$162.43,$164.9584,$162.00
04/05/2023,$163.76,51511740,$164.74,$165.05,$161.80
04/04/2023,$165.63,46278300,$166.595,$166.84,$165.11
04/03/2023,$166.17,56976190,$164.27,$166.29,$164.22
03/31/2023,$164.90,68749790,$162.44,$165.00,$161.91
03/30/2023,$162.36,49501690,$161.53,$162.47,$161.271
03/29/2023,$160.77,51305690,$159.37,$161.05,$159.35
03/28/2023,$157.65,45992150,$157.97,$158.49,$155.98
03/27/2023,$158.28,52390270,$159.94,$160.77,$157.87
03/24/2023,$160.25,59256340,$158.86,$160.34,$157.85
03/23/2023,$158.93,67622060,$158.83,$161.5501,$157.68
03/22/2023,$157.83,75701810,$159.30,$162.14,$157.81
03/21/2023,$159.28,73938290,$157.32,$159.40,$156.54
03/20/2023,$157.40,73641420,$155.07,$157.82,$154.15
03/17/2023,$155.00,98944630,$156.08,$156.74,$154.28
03/16/2023,$155.85,76254420,$152.16,$156.46,$151.64
03/15/2023,$152.99,77167870,$151.19,$153.245,$149.92
03/14/2023,$152.59,73695890,$151.28,$153.40,$150.10
03/13/2023,$150.47,84457120,$147.805,$153.14,$147.70
03/10/2023,$148.50,68572400,$150.21,$150.94,$147.6096
03/09/2023,$150.59,53833580,$153.559,$154.535,$150.225
03/08/2023,$152.87,47204790,$152.81,$153.47,$151.83
03/07/2023,$151.60,56182030,$153.70,$154.0299,$151.13
03/06/2023,$153.83,87558030,$153.785,$156.30,$153.46
03/03/2023,$151.03,70732300,$148.045,$151.11,$147.33
03/02/2023,$145.91,52279760,$144.38,$146.71,$143.90
03/01/2023,$145.31,55478990,$146.83,$147.2285,$145.01
02/28/2023,$147.41,50547000,$147.05,$149.08,$146.83
02/27/2023,$147.92,44998470,$147.71,$149.17,$147.45
02/24/2023,$146.71,55469610,$147.11,$147.19,$145.7202
02/23/2023,$149.40,48394250,$150.09,$150.34,$147.24
02/22/2023,$148.91,51011310,$148.87,$149.95,$147.16
02/21/2023,$148.48,58867230,$150.20,$151.30,$148.405
02/17/2023,$152.55,59144120,$152.35,$153.00,$150.85
02/16/2023,$153.71,68167940,$153.51,$156.33,$153.3475
02/15/2023,$155.33,65669250,$153.11,$155.50,$152.88
02/14/2023,$153.20,61707570,$152.12,$153.77,$150.86
02/13/2023,$153.85,62199010,$150.952,$154.26,$150.92
02/10/2023,$151.01,57450710,$149.46,$151.3401,$149.22
02/09/2023,$150.87,56007140,$153.775,$154.33,$150.42
02/08/2023,$151.92,64120080,$153.88,$154.58,$151.168
02/07/2023,$154.65,83322550,$150.64,$155.23,$150.64
02/06/2023,$151.73,69858310,$152.575,$153.10,$150.78
02/03/2023,$154.50,154357300,$148.03,$157.38,$147.83
02/02/2023,$150.82,118339000,$148.90,$151.18,$148.17
02/01/2023,$145.43,77663630,$143.97,$146.61,$141.32
01/31/2023,$144.29,65874460,$142.70,$144.34,$142.28
01/30/2023,$143.00,64015270,$144.955,$145.55,$142.85
01/27/2023,$145.93,70555840,$143.155,$147.23,$143.08
01/26/2023,$143.96,54105070,$143.17,$144.25,$141.90
01/25/2023,$141.86,65799350,$140.89,$142.43,$138.81
01/24/2023,$142.53,66435140,$140.305,$143.16,$140.30
01/23/2023,$141.11,81760310,$138.12,$143.315,$137.90
01/20/2023,$137.87,80223630,$135.28,$138.02,$134.22
01/19/2023,$135.27,58280410,$134.08,$136.25,$133.77
01/18/2023,$135.21,69672800,$136.815,$138.61,$135.03
01/17/2023,$135.94,63646630,$134.83,$137.29,$134.13
01/13/2023,$134.76,57809720,$132.03,$134.92,$131.66
01/12/2023,$133.41,71379650,$133.88,$134.26,$131.44
01/11/2023,$133.49,69458950,$131.25,$133.51,$130.46
01/10/2023,$130.73,63896160,$130.26,$131.2636,$128.12
01/09/2023,$130.15,70790810,$130.465,$133.41,$129.89
01/06/2023,$129.62,87754720,$126.01,$130.29,$124.89
01/05/2023,$125.02,80962710,$127.13,$127.77,$124.76
01/04/2023,$126.36,89113630,$126.89,$128.6557,$125.08
01/03/2023,$125.07,112117500,$130.28,$130.90,$124.17
12/30/2022,$129.93,77034210,$128.41,$129.95,$127.43
12/29/2022,$129.61,75703710,$127.99,$130.4814,$127.73
12/28/2022,$126.04,85438390,$129.67,$131.0275,$125.87
12/27/2022,$130.03,69007830,$131.38,$131.41,$128.72
12/23/2022,$131.86,63814890,$130.92,$132.415,$129.64
12/22/2022,$132.23,77852110,$134.352,$134.56,$130.30
12/21/2022,$135.45,85927990,$132.98,$136.81,$132.75
12/20/2022,$132.30,77432820,$131.39,$133.25,$129.89
12/19/2022,$132.37,79592610,$135.11,$135.20,$131.32
12/16/2022,$134.51,160156900,$136.685,$137.65,$133.73
12/15/2022,$136.50,98931910,$141.11,$141.80,$136.025
12/14/2022,$143.21,82291180,$145.35,$146.655,$141.16
12/13/2022,$145.47,93886160,$149.50,$149.9692,$144.24
12/12/2022,$144.49,70462650,$142.70,$144.50,$141.06
12/09/2022,$142.16,76097010,$142.34,$145.57,$140.90
12/08/2022,$142.65,62128340,$142.36,$143.52,$141.10
12/07/2022,$140.94,69721090,$142.19,$143.37,$140.00
12/06/2022,$142.91,64727190,$147.075,$147.30,$141.92
12/05/2022,$146.63,68826440,$147.77,$150.9199,$145.77
12/02/2022,$147.81,65447450,$145.96,$148.00,$145.65
12/01/2022,$148.31,71250420,$148.21,$149.13,$146.61
11/30/2022,$148.03,111380900,$141.395,$148.72,$140.55
11/29/2022,$141.17,83763800,$144.29,$144.81,$140.355
11/28/2022,$144.22,69346520,$145.14,$146.64,$143.38
11/25/2022,$148.11,35195860,$148.305,$148.88,$147.12
11/23/2022,$151.07,58301400,$149.45,$151.83,$149.34
11/22/2022,$150.18,51804130,$148.13,$150.42,$146.925
11/21/2022,$148.01,58724070,$150.16,$150.37,$147.715
11/18/2022,$151.29,74829570,$152.305,$152.70,$149.97
11/17/2022,$150.72,80389400,$146.43,$151.48,$146.15
11/16/2022,$148.79,64218270,$149.13,$149.87,$147.29
11/15/2022,$150.04,89868330,$152.215,$153.59,$148.5613
